交易日期,多方＿自營商＿交易口數,多方＿投信＿交易口數,多方＿外資＿交易口數,空方＿自營商＿交易口數,空方＿投信＿交易口數,空方＿外資＿交易口數,多方＿自營商＿未平倉口數,多方＿投信＿未平倉口數,多方＿外資＿未平倉口數,空方＿自營商＿未平倉口數,空方＿投信＿未平倉口數,空方＿外資＿未平倉口數,融資(張),融券(張)
2017/8/2,20867,616,38962,20500,87,33884,10579,2514,63990,8757,32853,23316,178,0
2017/8/3,22315,235,47920,20280,903,50196,13164,2143,62792,9211,33150,24533,289,0
2017/8/4,10488,76,27692,8926,2,26533,14271,2151,64334,8751,33084,24857,324,1
2017/8/7,15156,671,29139,15170,11,27883,14425,2222,66237,8899,32495,25513,317,6
2017/8/8,18169,103,35230,16283,101,37290,16278,2242,64823,8870,32513,26015,291,10
2017/8/9,24115,202,41913,25815,546,43115,15472,2390,63906,9778,33005,26235,337,12
2017/8/10,27545,2065,56167,29920,3126,62045,14067,2297,59581,10753,33973,27699,333,15
2017/8/11,22726,5134,56699,23938,5294,54701,13627,2206,63233,11506,34042,29115,234,23
2017/8/14,27055,19333,86756,28623,20223,84781,15487,2179,57777,14581,34905,21542,231,25
2017/8/15,30584,9074,75052,26228,8965,77476,15758,2236,61295,11176,34853,27565,372,29
2017/8/16,40690,502,54180,36341,533,57203,10733,2277,55683,9291,34923,20995,477,50
2017/8/17,17268,672,39358,18101,39,34566,11157,2364,59468,10540,34377,20108,517,68
2017/8/18,20366,249,46136,19592,134,45702,11521,2376,58669,10126,34274,18919,616,101
2017/8/21,15899,87,41673,14579,52,40641,12731,2379,59391,10012,34242,18613,660,107
2017/8/22,16397,590,39926,19544,52,36271,12313,2482,62676,12845,33807,18269,738,95
2017/8/23,22251,341,40446,22150,172,43084,10887,2466,61605,11318,33622,19867,702,103
2017/8/24,16216,780,44201,18559,34,34422,11100,2520,70642,13845,32930,19000,733,101
2017/8/25,16939,445,38297,15366,133,39294,11694,2592,70180,12839,32690,19524,736,107
2017/8/28,14741,198,38305,15003,1270,36548,11623,2716,72231,13016,33886,19842,555,120
2017/8/29,17229,28,41065,18542,192,42085,11088,2566,70260,13745,33900,18826,553,121
2017/8/30,21279,198,51083,22814,718,47669,12003,2648,75333,16181,34502,20438,444,106
2017/8/31,15771,65,39858,15188,305,40488,11507,2616,75851,15068,34710,21532,405,107
2017/9/1,14770,109,34493,15119,82,31059,12381,2606,79164,16380,34673,21454,388,105
2017/9/4,13140,64,31881,13634,120,30021,11779,2521,80494,16341,34644,20929,422,105
2017/9/5,19222,57,35929,17908,1635,37482,11861,2536,79385,15136,36237,21349,357,108
2017/9/6,26829,28,50067,28253,1348,51122,11618,2378,77996,16300,37399,20952,351,114
2017/9/7,19166,56,46177,20567,1315,45650,11262,2279,80185,17376,38559,22611,295,113
2017/9/8,22326,330,49184,22170,2559,41094,11019,2464,87193,17306,40973,21482,316,108
2017/9/11,25873,348,48420,23439,724,54402,12210,2507,82091,16041,41391,22370,322,108
2017/9/12,14763,47,38161,14501,180,36538,12790,2370,83003,16363,41387,21620,349,111
2017/9/13,22967,1526,44998,23132,2733,48970,13085,2006,83285,16835,42230,25930,368,113
2017/9/14,15367,4086,45546,14854,4264,43789,13734,1959,84169,16977,42361,25030,326,117
2017/9/15,19697,6524,56678,20161,6495,53325,12554,1980,86300,16304,42351,23723,385,114
2017/9/18,27437,23421,67175,27426,22462,64665,14670,2202,95868,18346,41614,30677,351,118
2017/9/19,32123,8174,77056,27419,8726,88888,18699,1992,92326,17664,41956,38893,397,115
2017/9/20,38593,711,63562,41228,1811,62253,8848,1720,75581,16156,42784,21296,411,119
2017/9/21,19361,711,49074,18360,33,45352,10092,1751,78514,16428,42137,20372,417,125
2017/9/22,24161,422,48924,25705,1053,56158,10268,1836,75040,18169,42853,24375,301,126
2017/9/25,26767,180,59934,27152,1357,61914,10142,1735,74423,18438,43929,25849,338,127
2017/9/26,27798,324,58709,28600,805,58557,10705,1698,74922,19812,44373,26351,392,130
2017/9/27,24932,2293,41996,23248,85,42223,9726,1685,72931,17168,42152,24512,420,135
2017/9/28,20524,2231,57495,20659,167,61772,10167,1775,71875,17734,40178,27703,526,139
2017/9/29,18973,188,38526,19617,378,37050,9543,1789,72962,17767,40382,27331,723,151
2017/10/2,22092,2040,33964,22006,5,29950,11532,2024,73744,18411,37355,23690,910,160
2017/10/3,19969,1204,34055,16674,145,35767,13506,1967,72490,17090,36239,24109,928,213
2017/10/5,20115,1034,35963,21953,290,31309,10878,2035,77126,16199,35563,23975,1014,238
2017/10/6,13653,136,30245,12678,99,30451,11356,2141,75510,15686,35632,22567,1014,270
2017/10/11,35114,943,62448,34797,84,56824,10202,2173,82681,14230,34805,24114,972,287
2017/10/12,20851,4110,35446,18981,3631,34643,10759,2131,84662,13341,34284,25292,957,288
2017/10/13,14636,5615,31673,12658,5670,33192,11991,2056,86903,12828,34264,29067,946,265
2017/10/16,23786,17789,68808,24068,17537,70864,12840,2044,97183,13832,34000,41403,883,257
2017/10/17,24122,8595,78534,25677,8788,78297,11146,1991,97988,14166,34140,41987,853,269
2017/10/18,29920,483,48912,29974,507,46359,6157,1962,77900,12774,34134,20186,408,297
2017/10/19,17718,822,35728,17184,11,36566,6166,2102,78809,12180,33463,21933,318,282
2017/10/20,17961,28,41724,19439,117,40607,5624,2060,80084,13064,33510,22080,314,270
2017/10/23,19321,99,34874,16095,42,37435,7896,2081,77484,12011,33474,22031,249,248
2017/10/24,12557,879,28952,13874,103,28075,6832,2147,79289,12202,32764,22959,209,244
2017/10/25,19832,123,37388,19482,180,40640,6783,2091,76166,11810,32765,23091,213,244
2017/10/26,13706,324,34582,14740,160,33998,5594,1967,77492,11682,32477,23833,204,238
2017/10/27,23605,126,42782,23159,626,43388,6891,1668,77894,12442,32678,24847,207,238
2017/10/30,24403,1135,54430,23312,16,52053,6830,1903,81124,11165,31794,25700,199,231
2017/10/31,19143,93,34615,16530,227,35787,8671,1754,81299,10337,31779,27050,199,231
2017/11/1,17278,442,35381,17241,81,38791,8096,1880,77963,9736,31544,27171,189,226
2017/11/2,13210,128,32062,13589,265,31881,8410,1749,78170,10407,31550,27224,191,226
2017/11/3,13784,42,32113,12502,386,34410,9571,1676,76727,10205,31821,28078,168,225
2017/11/6,16729,684,43729,16249,147,45457,11248,1918,76720,11276,31526,29801,181,225
2017/11/7,14870,859,32861,13094,468,30115,12225,1936,76830,10273,31153,27165,179,224
2017/11/8,11477,0,28891,11021,3,30514,12172,1933,73243,9751,31153,26601,180,223
2017/11/9,23315,3556,56453,24437,4521,58597,12219,1551,73692,10900,31736,29194,193,223
2017/11/10,17127,4080,50709,18344,4120,48881,10704,1505,77267,10685,31730,30921,187,223
2017/11/13,15586,15767,62856,16378,16075,62238,11248,1397,76678,12005,31930,29710,191,222
2017/11/14,27374,9432,93420,24539,8979,95973,12302,1550,82523,10204,31630,38111,190,222
2017/11/15,25168,193,57784,25098,890,61256,5775,1403,67995,6556,32184,29600,192,221
2017/11/16,10311,122,28789,10275,103,27589,6209,1420,69219,6951,32182,29623,197,221
2017/11/17,14826,815,42238,16107,655,34560,5836,1690,71797,7845,32292,24523,200,221
2017/11/20,13312,111,26839,12081,781,30776,6744,1657,70372,7571,32929,27036,199,221
2017/11/21,19713,877,37978,19069,52,36236,7370,1736,73146,7556,32183,28067,199,221
2017/11/22,23800,245,42425,23176,1047,39945,7954,1731,75471,7499,32980,27912,330,216
2017/11/23,9997,129,23794,9053,33,24164,8439,1774,74703,7033,32927,27514,377,217
2017/11/24,8340,136,21381,7831,1069,21636,8806,1815,74286,6891,33901,27377,352,209
2017/11/27,17764,71,40275,18972,1279,44725,8604,1473,70923,7793,34767,28471,372,206
2017/11/28,13724,7,43509,17549,81,43659,7038,1460,70569,10057,34828,28270,388,205
2017/11/29,16521,263,40864,14874,57,41050,6733,1490,70565,8100,34652,28451,313,204
2017/11/30,23375,96,62612,23360,628,67548,7793,1479,70505,9171,35173,33327,277,204
2017/12/1,27769,606,76276,27558,124,73653,8596,1517,69823,9795,34729,30022,280,203
2017/12/4,18504,192,63530,18546,28,62811,8560,1565,69097,9795,34613,28576,342,203
2017/12/5,19899,367,59813,20631,691,60016,8359,1635,69301,10344,35007,28955,377,201
2017/12/6,31523,397,73556,33095,1478,74178,8052,1860,70353,11567,36313,30203,377,201
2017/12/7,21589,714,67021,22303,141,67945,7519,1884,71195,11734,35764,31973,595,203
2017/12/8,20153,747,53075,19448,70,55706,8278,2020,70149,11795,35223,33531,654,214
2017/12/11,17581,1132,43965,17800,84,41692,7941,2040,69134,11825,34195,30229,668,217
2017/12/12,19719,196,46774,18935,652,46403,8292,2026,69190,11424,34637,29911,733,225
2017/12/13,14663,387,40440,16306,99,38025,7040,1989,70199,11862,34312,28505,960,219
2017/12/14,18717,3981,50938,20086,3664,47692,6376,2159,74253,12569,34165,29297,1122,210
2017/12/15,27665,4514,63259,22439,5731,68468,9217,1898,73826,10191,35121,34079,1209,222
2017/12/18,18289,16431,79571,17843,16041,81124,10316,1757,78352,10850,34590,40158,1268,224
2017/12/19,22954,11344,88115,25798,11393,83659,8112,1742,84319,11485,34624,41664,1323,234
2017/12/20,23930,498,55547,25087,1072,47715,4455,1728,65699,8651,35179,20117,1300,237
2017/12/21,12926,107,39203,13050,411,41211,4154,1724,65705,8474,35479,22131,1223,241
2017/12/22,8647,715,28291,8922,69,26696,4530,1779,66338,9138,34888,21169,1296,248
2017/12/25,8446,71,19553,9064,197,19172,4423,1708,66574,9640,34943,21024,1284,248
2017/12/26,19046,90,44162,20070,1619,46290,4481,1528,66042,10596,36292,22619,1285,235
2017/12/27,13278,203,39833,14252,555,34441,3954,1613,70161,11040,36729,21346,1296,243
2017/12/28,16868,610,44825,16303,113,42324,5310,1914,73215,11831,36533,21888,1302,250
2017/12/29,16776,1251,35763,14866,7,38351,6778,1962,72655,11316,35337,23916,1291,248
2018/1/2,16455,159,39224,14741,450,35821,10826,2054,76058,13712,35720,23916,1290,237
2018/1/3,22237,198,41530,21284,130,42741,10174,2035,75808,12011,35633,24877,1279,251
2018/1/4,15879,230,41637,15364,231,40649,10242,1895,74716,11554,35494,22797,1261,254
2018/1/5,15157,27,36624,15675,85,36761,10068,1818,73223,11808,35475,21517,1196,262
2018/1/8,15190,159,40314,12433,230,42337,11730,1740,73599,10689,35468,23925,1134,257
2018/1/9,11745,80,36030,12867,16,32391,11098,1808,77432,11155,35472,24119,964,275
2018/1/10,18615,463,50306,22424,152,49894,9030,1700,77298,13323,35053,23573,727,271
2018/1/11,17395,2420,54794,16537,1969,56051,8774,1655,78216,12182,34557,25748,600,264
2018/1/12,20715,6414,57205,21610,5243,54594,10413,1779,81840,15103,33510,26763,472,264
2018/1/15,22879,17782,77920,18259,16961,81955,12668,1643,77665,12666,32553,26671,396,255
2018/1/16,22138,9765,75224,22515,9732,77843,13147,1656,81553,13828,32533,33189,371,251
2018/1/17,27414,1045,53954,31221,540,48423,6105,1735,74986,11274,32081,22569,382,244
2018/1/18,26663,2690,61199,26868,185,64951,5665,1642,73877,11031,29483,25211,373,242
2018/1/19,16131,114,38085,15112,535,37339,7029,1713,75602,11372,29975,26190,343,240
2018/1/22,23419,131,49829,18495,541,56972,11318,1760,69928,10734,30432,27659,270,230
2018/1/23,23851,127,51607,21611,2242,55211,12929,1807,68341,10101,32594,29676,242,206
2018/1/24,29086,100,60470,31309,2448,57575,9311,1711,70044,8522,34846,28482,250,140
2018/1/25,29053,321,78358,30612,1497,73086,9418,1865,74067,10153,36176,27232,225,105
2018/1/26,23655,265,63621,25035,1243,63372,8311,1982,73771,10428,37271,26983,220,94
2018/1/29,20471,102,47235,17290,60,49847,11264,1973,71473,10139,37220,27297,215,70
2018/1/30,23603,0,65630,26699,677,61491,9560,1880,73554,11340,37804,25238,211,13
2018/1/31,32113,309,67464,33481,186,66097,7265,1891,76896,10418,37692,27213,300,0
2018/2/1,18835,629,54581,17628,172,56320,9284,1929,77012,11234,37273,29065,283,0
2018/2/2,27132,228,66683,26057,481,70582,10858,1820,74813,11735,37417,30769,485,0
2018/2/5,35608,76,72094,35722,425,75970,10805,1825,72215,11780,37771,32066,501,12
2018/2/6,88460,425,190174,94855,3213,187252,13151,1739,71010,20519,40473,27939,531,16
2018/2/7,50352,5157,141917,49449,3450,136731,10272,1831,73006,16740,38858,24818,533,7
2018/2/8,24483,6024,98321,24171,6053,100571,11586,1829,72213,17704,38884,26274,644,17
2018/2/9,46778,18283,143627,44686,19112,147002,14244,1738,71902,17703,39622,29338,772,57
2018/2/12,28305,12271,129669,27256,11282,129592,13622,1785,74313,16014,38680,31672,933,60
2018/2/21,31890,3242,99086,30009,237,93861,8329,1904,68699,12018,36134,20923,1496,74
2018/2/22,12134,179,55859,11837,555,60731,8315,1440,65514,11681,36046,22621,1528,97
2018/2/23,14598,1521,58805,15099,88,53705,9020,1470,68850,12911,34643,20866,1511,110
2018/2/26,12326,669,40958,11348,104,44894,9006,1518,66046,11930,34126,21998,1831,104
2018/2/27,14350,163,45627,15657,90,44453,8750,1605,66620,12981,34140,21398,1843,121
2018/3/1,21451,27,63009,21672,685,62978,8381,1516,66810,12905,34709,21554,1726,145
2018/3/2,20889,29,80623,21261,809,80149,9164,1453,67383,13975,35426,21635,1798,164
2018/3/5,20819,56,82776,20675,411,83406,9510,1403,68589,14132,35731,23440,1666,166
2018/3/6,20211,1027,64962,19162,96,62337,11238,1437,70899,14805,34834,23125,1496,182
2018/3/7,23432,153,64375,24309,238,65876,9693,1396,70459,14196,34878,24185,1407,198
2018/3/8,14624,615,55492,13624,99,52111,10150,1426,73679,13726,34392,24015,1388,190
2018/3/9,14431,1048,50623,15153,70,51365,9733,1429,72482,14073,33417,23563,1337,206
2018/3/12,18500,1596,48661,17924,77,46483,11075,1495,76776,14839,31964,25672,1293,219
2018/3/13,16128,836,39901,14663,47,40992,12352,1485,75674,14667,31165,25661,1207,229
2018/3/14,19460,133,49267,19635,149,51336,10893,1495,73320,13383,31191,25377,1196,265
2018/3/15,14588,2641,52523,15459,2690,52006,11696,1450,77254,15054,31195,28794,1140,285
2018/3/16,27724,4015,74973,24978,4234,81712,12714,1473,72713,13284,31437,30992,1093,287
2018/3/19,24646,15083,85322,25473,15472,83152,9841,1495,76093,11755,31848,32202,962,312
2018/3/20,19602,10808,83625,19192,10855,83263,11024,1440,81923,12541,31840,37670,933,285
2018/3/21,27317,401,46260,27810,265,46037,6785,1436,66558,12418,31702,22128,951,249
2018/3/22,22705,163,66049,22972,984,64942,6762,1468,66430,12638,32555,20893,955,255
2018/3/23,24726,121,84476,25311,1540,84627,7434,1352,68582,13871,33858,23197,1006,261
2018/3/26,20499,153,74958,19692,399,71524,6971,1397,70742,12391,34149,21929,969,278
2018/3/27,20970,905,63549,21308,56,65432,7978,1433,69039,13540,33336,22119,958,255
2018/3/28,23844,16,65688,25063,778,69516,5800,1350,68622,12582,34015,25556,951,257
2018/3/29,16710,102,77431,16291,124,76958,5897,1370,67820,12207,34057,24294,950,257
2018/3/30,15476,650,50350,16831,140,45119,6014,1407,69988,13680,33584,21221,995,254
2018/4/2,14899,208,44838,14798,489,44483,5215,1360,70657,13658,33789,21516,991,253
2018/4/3,16475,113,68735,16203,741,70381,5448,1359,69934,13619,34416,22470,945,259
2018/4/9,24630,1516,75818,22714,144,73122,6394,1358,71529,12657,33043,21369,960,253
2018/4/10,23492,1549,73648,24774,89,73857,6411,1428,72054,14186,31653,22103,971,253
2018/4/11,20425,863,52454,17896,24,53801,7615,1438,71845,12871,30824,23241,917,253
2018/4/12,19674,2072,56720,17618,1248,63729,7790,1407,64938,10954,29969,23366,944,252
2018/4/13,17081,5498,56689,16660,4278,54843,9579,1418,67915,12559,28760,24497,984,254
2018/4/16,20264,15536,93386,19759,15219,95467,10040,1405,68391,12652,28430,27056,1144,258
2018/4/17,30523,8925,78264,33000,9851,82878,8048,1330,66312,13115,29282,29599,1074,293
2018/4/18,40453,447,61685,39395,457,58123,6356,1319,61686,9937,29281,21788,1082,291
2018/4/19,18047,1060,58723,18514,72,48466,8959,1506,72232,13006,28480,22070,1036,292
2018/4/20,24148,160,61783,27526,1039,80863,5625,1473,61381,12650,29326,30348,1017,292
2018/4/23,22767,139,62162,22096,380,63192,5424,1517,60045,11533,29611,30053,1029,292
2018/4/24,26702,147,71680,27122,199,72874,5952,1544,58352,12340,29690,29554,1037,314
2018/4/25,30316,476,80061,26396,15,79854,6623,1643,56743,9087,29328,27749,1071,304
2018/4/26,19308,585,75273,21705,88,75923,5634,1660,56134,10494,28848,27790,1112,297
2018/4/27,16031,530,56970,16304,94,52901,4600,1671,57436,9800,28423,25010,987,272
2018/4/30,18801,862,54052,18387,50,55604,5157,1728,56268,10027,27668,25393,1267,257
2018/5/2,16730,562,44428,15319,106,44548,5485,1768,57554,8913,27252,26814,1505,279
2018/5/3,18213,305,59445,19072,186,62252,6509,1739,56374,10799,27104,28450,1720,263
2018/5/4,19108,119,65931,17850,12,66229,6204,1786,52861,9117,27044,27597,1924,254
2018/5/7,21816,632,54409,20442,60,56573,6883,1821,52805,8455,26507,29705,2280,277
2018/5/8,17057,360,48442,16969,24,42170,7433,1856,56786,8937,26206,27416,2760,419
2018/5/9,20474,407,57638,20682,133,53148,7401,1862,59457,9185,25938,25599,2681,417
2018/5/10,16579,316,48978,15083,12,50096,9077,1893,59360,9360,25665,26620,2698,453
2018/5/11,19423,2955,65949,22697,2690,57945,7965,1919,65284,11554,25426,24496,2810,431
2018/5/14,22483,15392,75417,20539,15337,76099,8692,1913,67555,10486,25365,27449,2815,426
2018/5/15,25964,8845,83883,26660,9205,85553,7640,1844,69880,10091,25656,31444,2592,435
2018/5/16,29202,640,61345,29435,566,58602,4939,1892,62969,7631,25630,20505,2386,448
2018/5/17,15852,45,38949,15763,111,44458,6211,1829,60255,8791,25633,23300,2278,455
2018/5/18,12902,60,39630,13903,85,38391,5580,1829,61471,9154,25658,23277,2221,456
2018/5/21,16268,463,41252,15329,40,37593,5842,1896,64969,8483,25302,23117,1602,478
2018/5/22,17839,62,39134,15699,606,42988,8115,1792,61615,8630,25742,23617,1273,483
2018/5/23,18332,189,49038,20611,619,47636,6475,1785,64848,9269,26165,25448,1187,479
2018/5/24,14099,114,47601,12136,34,45315,8406,1787,66489,9244,26087,24803,1166,480
2018/5/25,13438,26,51431,15032,20,48120,7491,1790,69470,9976,26084,24473,1191,338
2018/5/28,12833,423,40148,11182,36,41657,9047,1793,68113,9881,25700,24625,1189,339
2018/5/29,16427,125,43912,15116,116,45325,9934,1717,66420,9459,25615,24345,1068,324
2018/5/30,24166,36,59862,27569,716,66530,7676,1635,64872,10406,26213,29465,1101,324
2018/5/31,15546,318,54615,15163,1,50450,7275,1665,66128,9597,25926,26556,1093,325
2018/6/1,15284,133,49940,15211,113,44916,7501,1689,68467,9730,25930,23873,1100,325
2018/6/4,20838,330,43074,20499,166,39277,8535,1723,73867,10408,25800,25474,1045,326
2018/6/5,16010,53,43660,16344,393,44337,8394,1716,72646,10601,26133,24929,1045,326
2018/6/6,20806,393,54950,24824,105,46849,8355,1688,78562,14585,25817,22750,1067,327
2018/6/7,17719,121,51972,16482,292,55267,7732,1720,76369,12725,26020,23852,1151,321
2018/6/8,15711,10,49370,16126,547,50896,8011,1656,74893,13416,26493,23902,1133,313
2018/6/11,13583,6,46731,14911,199,47318,7033,1530,74625,13766,26560,24220,1111,316
2018/6/12,20829,16,63025,20476,117,63225,6976,1486,74397,13338,26617,24185,1024,318
2018/6/13,17674,49,44501,16649,36,45143,7541,1522,73295,12508,26640,23726,969,318
2018/6/14,19396,3216,56504,19736,3785,62462,6653,1609,71217,11913,27296,27606,877,314
2018/6/15,17179,13207,78011,17723,13199,76662,7525,1668,76582,13139,27315,31625,869,311
2018/6/19,28214,11501,126360,25214,12402,132088,8909,1422,75873,11239,27972,36684,872,317
2018/6/20,32720,806,81585,39116,524,79172,5556,1364,64890,11316,27635,29722,859,317
2018/6/21,14808,252,47306,14033,26,51197,6389,1390,63832,11368,27435,32555,920,316
2018/6/22,15332,527,61710,17578,70,63161,5959,1895,64051,13156,27483,34225,869,304
2018/6/25,14994,80,48106,12989,95,48907,6395,1914,63228,11597,27517,34210,977,301
2018/6/26,21693,84,73503,21519,108,75087,6868,1900,62355,11880,27527,34939,986,299
2018/6/27,17781,55,54011,16608,358,52961,7115,1888,62285,10900,27818,33823,1123,288
2018/6/28,18728,40,73612,20078,41,75521,6677,1899,64424,11802,27830,37871,1048,290
2018/6/29,18180,1060,71601,17421,0,66309,7336,2006,67957,11692,26877,36112,1115,291
2018/7/2,18727,46,55371,17392,293,55035,7031,1982,64977,10042,27100,32786,1143,290
2018/7/3,29725,112,89141,28826,278,92418,8224,2025,64829,10304,27309,35912,1323,290
2018/7/4,18007,119,53716,17701,16,54994,8150,2115,63741,9880,27296,36087,1412,286
2018/7/5,20609,65,69687,21115,638,75670,9559,2127,62189,11864,27881,40518,1447,284
2018/7/6,25867,149,93755,25164,74,90584,9530,2239,64948,11124,27918,40095,1553,291
2018/7/9,17505,1288,68172,19004,70,62625,8011,2409,69185,10974,26870,38776,1554,312
2018/7/10,14371,283,48861,13973,51,46667,8506,2556,67512,11071,26785,34896,1446,317
2018/7/11,23844,177,66551,23140,538,69432,8773,2623,65511,10573,27213,35776,1458,310
2018/7/12,18791,1338,64639,20427,365,59428,9176,2673,71878,12573,26290,36926,1452,313
2018/7/13,18294,5195,60248,17676,4496,60474,11093,2757,72660,14324,25675,37924,1473,290
2018/7/16,19845,13431,87409,19722,13420,87081,11730,2782,72512,15035,25689,37448,1541,294
2018/7/17,21542,9263,100738,24050,9781,102597,9066,2783,81227,14649,26208,48022,1296,306
2018/7/18,29809,648,64149,33343,576,56105,5355,2811,69067,12929,26164,32028,1218,132
2018/7/19,16449,81,56502,16053,68,54606,5680,2856,71002,12870,26196,32068,1263,115
2018/7/20,24571,666,86844,24782,340,81341,6010,2630,78185,13400,25644,33733,1194,116
2018/7/23,18299,51,58790,16856,917,58642,6688,2559,76820,12642,26439,32220,1060,115
2018/7/24,13822,75,44008,12135,38,46552,8300,2585,74125,12552,26428,32069,808,99
2018/7/25,12305,34,43645,13034,44,40926,7519,2561,75416,12500,26414,30641,817,0
2018/7/26,12286,72,48596,12222,55,46476,8384,2560,76570,13309,26396,29675,703,0
2018/7/27,12531,399,46306,14271,44,40617,9297,2640,82234,15962,26121,29648,659,0
2018/7/30,14730,24,51466,15276,52,52057,7493,2623,81067,14784,26132,29071,551,0
2018/7/31,15334,76,43330,15620,108,41515,7798,2591,82093,15365,26132,28281,541,15
2018/8/1,13030,94,39636,13124,24,38741,9739,2640,83114,17401,26111,28407,537,21
2018/8/2,21628,18,59812,20944,818,62980,9296,2571,81977,16271,26842,28059,532,23
2018/8/3,13324,929,49704,13821,26,45796,8965,2580,83749,16429,25948,25921,502,25
2018/8/6,17735,76,54725,16974,29,56100,9162,2622,81350,15866,25943,24895,444,45
2018/8/7,13652,0,42611,14347,257,42354,8602,2578,82590,16006,26156,25878,465,45
2018/8/8,17081,273,43178,17944,183,39967,10054,2633,86111,18321,26121,26188,478,47
2018/8/9,16685,1164,42567,15168,1583,44188,8322,2668,83980,15084,26575,25678,471,49
2018/8/10,16700,3845,50962,16261,4160,53430,7868,2632,81829,14152,26854,25992,436,47
2018/8/13,37812,13419,119555,38423,13989,130287,7528,2538,78052,14142,27330,32944,430,48
2018/8/14,26864,10289,104290,26553,9754,104069,7363,2488,76622,13626,26745,32089,428,65
2018/8/15,35668,854,67227,37319,1192,71350,6103,2464,64574,11264,27059,30193,417,65
2018/8/16,16849,36,76637,19246,78,74421,6404,2475,64503,14019,27112,29108,364,67
2018/8/17,16467,66,49826,15072,27,53025,7865,2519,63734,14085,27117,31548,373,65
2018/8/20,13428,27,59972,14639,500,57218,7615,2541,65778,15093,27612,30838,388,67
2018/8/21,15869,502,51137,15533,64,50761,8033,2527,67693,15216,27160,32383,518,56
2018/8/22,19082,61,49223,16834,26,47851,6701,2558,67266,11640,27156,30584,514,59
2018/8/23,16825,372,59595,15773,10,57141,8291,2607,68263,12141,26841,29114,619,59
2018/8/24,16991,77,54698,15604,48,61867,8571,2648,64313,11017,26853,32325,694,54
2018/8/27,15361,133,56493,16438,6,51448,8078,2682,65995,11495,26760,28961,729,56
2018/8/28,13812,134,52460,13790,269,48987,8290,2747,69059,11667,26960,27746,811,59
2018/8/29,17887,33,58333,18224,35,52151,9339,2723,76624,13055,26938,28325,785,59
2018/8/30,18875,140,70425,17995,71,65144,10060,2740,80560,12944,26886,26973,793,57
2018/8/31,15487,18,62522,14428,323,69626,10144,2689,74391,12035,27140,27908,857,58
2018/9/3,17845,0,62845,19100,519,62403,9246,2605,73601,12388,27575,26679,1053,59
2018/9/4,14499,377,55470,14168,49,55879,8965,2565,73946,11999,27207,27433,950,127
2018/9/5,20603,10,69252,21561,64,68738,8496,2525,74146,12462,27221,27117,885,133
2018/9/6,18756,24,78281,19432,35,76977,7906,2535,75394,12547,27242,27825,502,150
2018/9/7,21608,4,78414,22900,691,79657,7373,2452,74661,13222,27846,28335,439,148
2018/9/10,27683,5,82746,27147,252,94038,7220,2444,68051,12533,28085,34217,463,148
2018/9/11,20442,829,73832,19185,367,78937,7770,2260,63053,11729,27439,34324,458,148
2018/9/12,24426,406,65692,23675,242,69197,8402,2312,59044,11582,27327,33837,452,148
2018/9/13,18561,446,63426,16869,304,67215,9778,2452,57746,10950,27325,37128,435,147
2018/9/14,23250,5449,84809,23572,4371,73727,9103,2555,69574,10630,26350,37136,471,147
2018/9/17,17808,14897,70188,16491,14576,79914,10301,2759,65212,10529,26245,42506,543,145
2018/9/18,25936,8586,102092,29085,8929,100168,8274,2719,61799,11787,26548,37171,787,154
2018/9/19,21542,699,55049,23910,245,48010,5515,2677,50786,7560,26088,21900,1190,162
2018/9/20,15402,77,51111,15265,30,57445,6592,2730,47085,8738,26094,24536,1595,178
2018/9/21,18962,513,64218,17182,31,58009,7356,2723,52044,7728,25605,23282,1962,179
2018/9/25,12772,36,38824,12988,12,35975,7766,2738,54494,8349,25596,22154,1893,215
2018/9/26,14163,18,38540,14100,21,39577,7113,2736,53535,7537,25597,22248,2030,219
2018/9/27,14775,15,54333,14653,75,48294,8217,2664,58051,8516,25585,20712,2080,229
2018/9/28,18966,8,58734,18782,361,64106,9119,2570,55738,9202,25844,23765,2079,280
2018/10/1,12235,44,35813,11610,0,31426,10695,2598,57739,10155,25828,21379,2142,303
2018/10/2,20233,13,48958,20624,491,62485,11136,2559,51367,11275,26267,29620,1957,182
2018/10/3,17833,2,59329,20362,241,54194,8168,2526,53329,10813,26473,26441,1814,187
2018/10/4,23161,5,56775,19466,392,73439,13574,2447,46542,12673,26781,37322,1461,191
2018/10/5,42236,22,111602,41038,588,113103,16360,2437,48028,14232,27337,40319,1053,215
2018/10/8,27194,980,82819,26677,188,83759,17013,2779,49058,14392,26887,42289,885,217
2018/10/9,22495,745,75191,21872,7,75713,17553,2949,49732,14284,26319,43484,789,224
2018/10/11,68888,2528,167011,64564,5985,156596,20404,3186,56273,12823,30013,39571,719,227
2018/10/12,39389,6732,171507,40197,3824,163063,18231,3228,64995,11519,27147,38648,703,228
2018/10/15,23570,13570,125397,24671,13726,125238,17656,3176,69997,12141,27251,43491,965,174
2018/10/16,35016,9805,145235,35198,9694,144380,19335,3190,79873,13536,27154,52512,1699,133
2018/10/17,39035,571,92617,39185,1990,92782,10258,3272,61610,9015,28655,29659,2667,149
2018/10/18,18110,26,75945,18002,307,77470,10830,3295,56639,9479,28959,26213,2992,153
2018/10/19,23154,24,100259,23125,107,96474,11054,3311,58271,9636,29058,24055,3880,508
